path_no,x(m),y(m)
535,9.46373876881868,0.6466901346898053
536,9.48963647820344,0.647044320057637
537,9.514703708378207,0.6473863783534707
538,9.540348636054967,0.6477370696886519
539,9.565757879987643,0.6480955009309071
540,9.590790682087372,0.648506617091513
541,9.616692552994476,0.6489637994015062
542,9.642718352683634,0.6494258358528242
543,9.668778714019064,0.6499304688639783
544,9.694554911238548,0.6504422229361219
545,9.720522680089953,0.6508538296265302
546,9.746597394499673,0.6511256075085758
547,9.772725303226542,0.65126533594342
548,9.798675933857169,0.6512826545373901
549,9.824641197808013,0.6511940488949234
550,9.85071190864345,0.6510014329509762
551,9.876832861214782,0.6507005901353998
552,9.902787598785821,0.6503477183077512
553,9.92874015004671,0.649970441929251
554,9.954791791158552,0.6495358464197016
555,9.980894218811207,0.6490270663455724
556,10.006824323315593,0.6484446395394555
557,10.032776992031604,0.6477832866472241
558,10.058824045043636,0.6470615145325924
559,10.084907717044688,0.6462752556199731
560,10.110825667271108,0.6454576161154331
561,10.136768595424696,0.6446025490454467
562,10.162806320578289,0.6437188193771429
563,10.188884788964456,0.6427810790891477
564,10.214788102968098,0.6418167872172409
565,10.240726414121921,0.6408236305086747
566,10.266752743040929,0.6398117796897785
567,10.292813946122727,0.6387857626780215
568,10.318704904641391,0.6377708891859846
569,10.344639632276088,0.6367505869709622
570,10.370665471777842,0.6357262001073642
571,10.396725071455947,0.6346900738903428
572,10.422614229920383,0.6336655977028148
573,10.44854957651064,0.6326355058188653
574,10.47457606345465,0.6316012393187189
575,10.500634135357098,0.6305550987969051
576,10.526513170202792,0.6295262284464002
577,10.552446143124325,0.62851070229323
578,10.578469941210084,0.6275121346483871
579,10.604519499129792,0.626543186491115
580,10.630401616146326,0.6256259347904847
581,10.656338821424606,0.6247356315558172
582,10.682368115715077,0.6238610473323606
583,10.708418546905223,0.6230155485462942
584,10.734310850802947,0.6222112532466911
585,10.760255357491323,0.6214177787565246
586,10.786288791603724,0.6206373779963393
587,10.812338815888815,0.6198857251876888
588,10.838236581173417,0.6191706894848056
589,10.864177870658283,0.6184772526557865
590,10.89021384356974,0.6178231016799364
591,10.916261128220654,0.6172030501973091
592,10.94216331371892,0.6166221801663189
593,10.96811530083441,0.6160543561659304
594,10.994155806865178,0.615503828512018
595,11.020199160207763,0.6149874256162227
596,11.046103380442961,0.6145111280122191
597,11.07205810100196,0.6140487145724752
598,11.09810113270951,0.6136049247783301
599,11.124139849683761,0.6131963508303457
600,11.150046119109508,0.6128258134088421
601,11.176004826732258,0.6124658605867603
602,11.202055128251853,0.612106412085609
603,11.228098438909726,0.6117410631990795
604,11.254016348632247,0.6113781215489462
605,11.279978191376134,0.6110099840677446
606,11.30602644790413,0.6106467202758329
607,11.332061008968466,0.6103016455688368
608,11.357973481752014,0.609978363987374
609,11.383931451556643,0.6096627808858056
610,11.409982577731508,0.6093714320743131
611,11.436018721119765,0.609076668288879
612,11.461937846049475,0.6087837301057212
613,11.487897869401403,0.608494061775136
614,11.51394749711954,0.6082314142152957
615,11.53997662522378,0.6079867952890259
616,11.565893623274704,0.6077543710975103
617,11.591859692515648,0.6075171396300327
618,11.617914602716384,0.6072804888115396
619,11.643944652654328,0.6070384203395599
620,11.669861690926968,0.6068041298381904
621,11.695824942560275,0.6065851371012269
622,11.721879179029374,0.6063796856716678
623,11.747904691402132,0.6061759203239051
624,11.773824081252478,0.6059785134434515
625,11.79978969616564,0.6057818694709002
626,11.825842917745003,0.6056057581378945
627,11.851862157019308,0.6054500866075544
628,11.877778633906308,0.6053147406142769
629,11.903748136980555,0.6051750899264877
630,11.929805827636192,0.6050365343040076
631,11.955828904638077,0.604892881139595
632,11.981753127552597,0.604750161870889
633,12.007723575558519,0.6046024203309734
634,12.033782156729364,0.6044556920846877
635,12.059809073143642,0.604311151754868
636,12.085722683732072,0.6041928236707861
637,12.111692395251632,0.6040872675900407
638,12.137751783777121,0.6039836140003568
639,12.163775296398216,0.6038747577465869
640,12.189695179036145,0.6037682753754607
641,12.215667706632164,0.6036570769645039
642,12.241727762529967,0.6035470606730836
643,12.267629673685935,0.6034630433941576
644,12.293500963512669,0.6035134643553777
645,12.319434285321076,0.6037046180755263
646,12.345467484772326,0.6040217599388346
647,12.371456675974088,0.6044654452283399
648,12.397357568065,0.605013150562765
649,12.423294844898093,0.6056642069487859
650,12.449323148431976,0.606417038576641
651,12.475326230605747,0.6072664527016389
652,12.501176646746062,0.6081936117135125
653,12.527112143664727,0.6091970120352114
654,12.553136565444797,0.6102506015439216
655,12.579131565685195,0.6113425435568378
656,12.604994777945068,0.6124557595509345
657,12.630912143754102,0.6136286937053796
658,12.65608735258052,0.6148746248049789
659,12.681434224212616,0.6162137025644312
660,12.707273628610446,0.6176458355455373
661,12.733168081910824,0.6191817036126754
662,12.759147015463231,0.6208094994744734
663,12.78510308613409,0.6224938024809445
664,12.810937319527234,0.6241870576428581
665,12.836849857002774,0.6258932237069098
666,12.862840576564398,0.6275997424598374
667,12.888810312223614,0.6293001139280003
668,12.91468647324306,0.6309623480456554
669,12.940608298170723,0.6326165807292513
670,12.966619361359406,0.6342491287381032
671,12.992596827392264,0.6358301339655819
672,13.018439222377856,0.6373520092581604
673,13.044378010804476,0.63882871801733
674,13.070403128516075,0.6402718530491356
675,13.096402297766987,0.6416623095727492
676,13.122267347967764,0.6429850679813066
677,13.148220875635209,0.6442587823643338
678,13.174262422383991,0.6454902133661262
679,13.20028065350775,0.6466617618087082
680,13.22615716915151,0.6477584898177725
681,13.252125881718143,0.6487974243500044
682,13.278178218008597,0.6497893865294817
683,13.30419680668709,0.6507414460710149
684,13.330076256624464,0.6516544190813816
685,13.356043333421471,0.6525436708451088
686,13.382101012360316,0.6534066016272502
687,13.408131191610385,0.6542254776220221
688,13.434011706893912,0.6549920443626036
689,13.459989065803622,0.65571523419747
690,13.486052077487045,0.6564073603725953
691,13.512081770032848,0.6570693429643455
692,13.537960442157162,0.6576990507745442
693,13.563943422123794,0.6582904252361608
694,13.590020818537445,0.6588324027964617
695,13.616062333991499,0.6593121863324984
696,13.64195878249862,0.6597417498678471
697,13.667944878328258,0.6601385421133285
698,13.694026063390524,0.6604926170944437
